id,created_at,source,original_text,lang,favorite_count,retweet_count,original_author,hashtags,user_mentions,place,clean_tweet,compound,neg,neu,pos,sentiment
1.31e+18,2020-09-30,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@BorisJohnson I hope you &amp; your government have places on the first course. Clearly there is a lack of skills in re… https://t.co/lRY1LqnOQg,en,0.0,2.0,1sayitasitis,,BorisJohnson,UK,@ B oris Johnson ĠI Ġhope Ġyou Ġ& amp ; Ġyour Ġgovernment Ġhave Ġplaces Ġon Ġthe Ġfirst Ġcourse . ĠClearly Ġthere Ġis Ġa Ġlack Ġof Ġskills Ġin Ġre âĢ¦ Ġhttps :// t . co / l RY 1 L q n O Q g,0.1531,0.205,0.536,0.259,pos,"['@ B oris Johnson ĠI Ġhope Ġyou Ġ& amp ; Ġyour Ġgovernment Ġhave Ġplaces Ġon Ġthe Ġfirst Ġcourse . ĠClearly Ġthere Ġis Ġa Ġlack Ġof Ġskills Ġin Ġre âĢ¦ Ġhttps :// t . co / l RY 1 L q n O Q g', ('infection', 0.47496697306632996), ('vaccine', 0.2966923713684082), ('death', 0.22834064066410065)]"
1.31e+18,2020-09-29,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",We are all about to be #drunk  #StaySafe and #StaySane Sinners.  🍎🐍🍏 https://t.co/zXQJsNaaDb,en,0.0,891.0,original_sindy,"drunk, StaySafe, StaySane",,Garden of Eden,We Ġare Ġall Ġabout Ġto Ġbe Ġ# dr unk Ġ Ġ# Stay Safe Ġand Ġ# Stay S ane ĠSin ners . Ġ ĠðŁ į İ ðŁ Ĳ į ðŁ į ı Ġhttps :// t . co / z X Q Js N aa Db,0.0,0.0,1.0,0.0,neu,"['We Ġare Ġall Ġabout Ġto Ġbe Ġ# dr unk Ġ Ġ# Stay Safe Ġand Ġ# Stay S ane ĠSin ners . Ġ ĠðŁ į İ ðŁ Ĳ į ðŁ į ı Ġhttps :// t . co / z X Q Js N aa Db', ('infection', 0.5503284931182861), ('vaccine', 0.28433656692504883), ('death', 0.16533491015434265)]"
1.31e+18,2020-10-10,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @UKCovid19Stats: United Kingdom Daily Coronavirus (COVID-19) Report · Friday 9th October.  13,864 new cases (people positive) reported,…",en,0.0,1570.0,1974NIKOS,,UKCovid19Stats,United Kingdom,"RT Ġ@ UK C ov id 19 Stats : ĠUnited ĠKingdom ĠDaily ĠCor on av irus Ġ( CO VID - 19 ) ĠReport ĠÂ· ĠFriday Ġ9 th ĠOctober . Ġ Ġ13 , 864 Ġnew Ġcases Ġ( people Ġpositive ) Ġreported , âĢ¦",0.0,0.0,1.0,0.0,neu,"['RT Ġ@ UK C ov id 19 Stats : ĠUnited ĠKingdom ĠDaily ĠCor on av irus Ġ( CO VID - 19 ) ĠReport ĠÂ· ĠFriday Ġ9 th ĠOctober . Ġ Ġ13 , 864 Ġnew Ġcases Ġ( people Ġpositive ) Ġreported , âĢ¦', ('infection', 0.521111011505127), ('vaccine', 0.3382934033870697), ('death', 0.14059555530548096)]"
1.3e+18,2020-08-31,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@Tha_smokeman @MobilePunch I can see that you ran away from the isolation centre after testing positive to COVID-19… https://t.co/eTJY2er4RE,en,0.0,26.0,numericanalysis,,"Tha_smokeman, MobilePunch",Inside Life,@ Th a _ sm oke man Ġ@ Mobile P unch ĠI Ġcan Ġsee Ġthat Ġyou Ġran Ġaway Ġfrom Ġthe Ġisolation Ġcentre Ġafter Ġtesting Ġpositive Ġto ĠCO VID - 19 âĢ¦ Ġhttps :// t . co / e T J Y 2 er 4 RE,0.0,0.0,1.0,0.0,neu,"['@ Th a _ sm oke man Ġ@ Mobile P unch ĠI Ġcan Ġsee Ġthat Ġyou Ġran Ġaway Ġfrom Ġthe Ġisolation Ġcentre Ġafter Ġtesting Ġpositive Ġto ĠCO VID - 19 âĢ¦ Ġhttps :// t . co / e T J Y 2 er 4 RE', ('vaccine', 0.7504163384437561), ('infection', 0.1660427749156952), ('death', 0.08354087173938751)]"
1.32e+18,2020-10-17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @o_rips: How do we beat COVID-19?  Easy... Turn off your TV!  Do not comply with the scamdemic!  Think for yourself and live your life :…,en,0.0,2272.0,shaun30152109,,o_rips,,RT Ġ@ o _ ri ps : ĠHow Ġdo Ġwe Ġbeat ĠCO VID - 19 ? Ġ ĠEasy ... ĠTurn Ġoff Ġyour ĠTV ! Ġ ĠDo Ġnot Ġcomply Ġwith Ġthe Ġscam d emic ! Ġ ĠThink Ġfor Ġyourself Ġand Ġlive Ġyour Ġlife Ġ: âĢ¦,0.0,0.0,1.0,0.0,neu,"['RT Ġ@ o _ ri ps : ĠHow Ġdo Ġwe Ġbeat ĠCO VID - 19 ? Ġ ĠEasy ... ĠTurn Ġoff Ġyour ĠTV ! Ġ ĠDo Ġnot Ġcomply Ġwith Ġthe Ġscam d emic ! Ġ ĠThink Ġfor Ġyourself Ġand Ġlive Ġyour Ġlife Ġ: âĢ¦', ('vaccine', 0.5912105441093445), ('infection', 0.25455400347709656), ('death', 0.154235377907753)]"
1.31e+18,2020-09-25,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @lukedbrown: Exclusive from @mjshrimper: EFL considering the introduction of random COVID-19 testing following the October international…,en,0.0,0.0,ChrisDHWaugh,,"lukedbrown, mjshrimper","Newcastle Upon Tyne, England",RT Ġ@ lu ked brown : ĠExclusive Ġfrom Ġ@ m j sh rim per : ĠE FL Ġconsidering Ġthe Ġintroduction Ġof Ġrandom ĠCO VID - 19 Ġtesting Ġfollowing Ġthe ĠOctober Ġinternational âĢ¦,0.0,0.0,1.0,0.0,neu,"['RT Ġ@ lu ked brown : ĠExclusive Ġfrom Ġ@ m j sh rim per : ĠE FL Ġconsidering Ġthe Ġintroduction Ġof Ġrandom ĠCO VID - 19 Ġtesting Ġfollowing Ġthe ĠOctober Ġinternational âĢ¦', ('vaccine', 0.7432916760444641), ('infection', 0.15085595846176147), ('death', 0.10585237294435501)]"
1.31e+18,2020-10-04,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",Exclusive: GOP Sen. Thom Tillis embraced QAnon conspiracy about COVID-19 death count in town hall (Salon)  -… https://t.co/H7bKq8tjlL,en,0.0,0.0,ResearchBuzz,,,North Cackalacky,Ex clusive : ĠGOP ĠSen . ĠThom ĠTill is Ġembraced ĠQ An on Ġconspiracy Ġabout ĠCO VID - 19 Ġdeath Ġcount Ġin Ġtown Ġhall Ġ( Sal on ) Ġ Ġ- âĢ¦ Ġhttps :// t . co / H 7 b K q 8 t jl L,-0.5994,0.231,0.769,0.0,neg,"['Ex clusive : ĠGOP ĠSen . ĠThom ĠTill is Ġembraced ĠQ An on Ġconspiracy Ġabout ĠCO VID - 19 Ġdeath Ġcount Ġin Ġtown Ġhall Ġ( Sal on ) Ġ Ġ- âĢ¦ Ġhttps :// t . co / H 7 b K q 8 t jl L', ('death', 0.9330097436904907), ('infection', 0.04356847703456879), ('vaccine', 0.023421743884682655)]"
1.3e+18,2020-08-23,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@realDonaldTrump So why are you at the golf course instead of church  ????? #coronavirus #TreasonousTraitorTrump,en,0.0,31.0,redskinsravens,"coronavirus, TreasonousTraitorTrump",realDonaldTrump,,@ realDonaldTrump ĠSo Ġwhy Ġare Ġyou Ġat Ġthe Ġgolf Ġcourse Ġinstead Ġof Ġchurch Ġ Ġ ????? Ġ# cor on av irus Ġ# Tre ason ous Tra itor Trump,0.0,0.0,1.0,0.0,neu,"['@ realDonaldTrump ĠSo Ġwhy Ġare Ġyou Ġat Ġthe Ġgolf Ġcourse Ġinstead Ġof Ġchurch Ġ Ġ ????? Ġ# cor on av irus Ġ# Tre ason ous Tra itor Trump', ('infection', 0.7149758338928223), ('vaccine', 0.2015509009361267), ('death', 0.08347322791814804)]"
1.31e+18,2020-09-20,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@SkyNewsAust @rowandean Hi @TwitterSafety, This tweet contains dangerous unscientific misinformation related to Covid-19 👆",en,0.0,13.0,vinceruns,,"SkyNewsAust, rowandean, TwitterSafety","Melbourne, Oz","@ Sky News Aust Ġ@ row and ean ĠHi Ġ@ Twitter Safety , ĠThis Ġtweet Ġcontains Ġdangerous Ġuns cient ific Ġmisinformation Ġrelated Ġto ĠCov id - 19 ĠðŁĳ Ĩ",-0.5267,0.327,0.673,0.0,neg,"['@ Sky News Aust Ġ@ row and ean ĠHi Ġ@ Twitter Safety , ĠThis Ġtweet Ġcontains Ġdangerous Ġuns cient ific Ġmisinformation Ġrelated Ġto ĠCov id - 19 ĠðŁĳ Ĩ', ('infection', 0.7599433660507202), ('death', 0.1365397572517395), ('vaccine', 0.10351695120334625)]"
1.31e+18,2020-10-01,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @JamaicaGleaner: Jamaica on Wednesday recorded four new #COVID deaths, including two from St Catherine, increasing the tally to 111. One…",en,0.0,315.0,onlyrosh876,COVID,JamaicaGleaner,Jamaica,"RT Ġ@ J ama ica G lean er : ĠJamaica Ġon ĠWednesday Ġrecorded Ġfour Ġnew Ġ# CO VID Ġdeaths , Ġincluding Ġtwo Ġfrom ĠSt ĠCatherine , Ġincreasing Ġthe Ġtally Ġto Ġ111 . ĠOne âĢ¦",-0.5994,0.245,0.755,0.0,neg,"['RT Ġ@ J ama ica G lean er : ĠJamaica Ġon ĠWednesday Ġrecorded Ġfour Ġnew Ġ# CO VID Ġdeaths , Ġincluding Ġtwo Ġfrom ĠSt ĠCatherine , Ġincreasing Ġthe Ġtally Ġto Ġ111 . ĠOne âĢ¦', ('death', 0.9728773832321167), ('vaccine', 0.013990620151162148), ('infection', 0.013131938874721527)]"
1.3e+18,2020-09-01,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","As part of our ongoing Leadership support during COVID-19, we have published a new webinar for Councillors in No Ov… https://t.co/78DuHtkr0Q",en,0.0,0.0,heleninlocalgov,,,"London, England","As Ġpart Ġof Ġour Ġongoing ĠLeadership Ġsupport Ġduring ĠCO VID - 19 , Ġwe Ġhave Ġpublished Ġa Ġnew Ġweb inar Ġfor ĠCoun cill ors Ġin ĠNo ĠOv âĢ¦ Ġhttps :// t . co / 78 Du H tk r 0 Q",0.4019,0.0,0.769,0.231,pos,"['As Ġpart Ġof Ġour Ġongoing ĠLeadership Ġsupport Ġduring ĠCO VID - 19 , Ġwe Ġhave Ġpublished Ġa Ġnew Ġweb inar Ġfor ĠCoun cill ors Ġin ĠNo ĠOv âĢ¦ Ġhttps :// t . co / 78 Du H tk r 0 Q', ('vaccine', 0.46755704283714294), ('infection', 0.3512675166130066), ('death', 0.18117547035217285)]"
1.31e+18,2020-09-20,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Crouchendtiger7: Welcome recognition of vital role of social care nurses with @DHSCgovuk proposals today to appoint a Chief Nurse to pr…,en,0.0,151.0,LCoop39268512,,"Crouchendtiger7, DHSCgovuk","wirral, UK",RT Ġ@ C rou che nd t iger 7 : ĠWelcome Ġrecognition Ġof Ġvital Ġrole Ġof Ġsocial Ġcare Ġnurses Ġwith Ġ@ DH SC gov uk Ġproposals Ġtoday Ġto Ġappoint Ġa ĠChief ĠNurse Ġto Ġpr âĢ¦,0.6597,0.0,0.671,0.329,pos,"['RT Ġ@ C rou che nd t iger 7 : ĠWelcome Ġrecognition Ġof Ġvital Ġrole Ġof Ġsocial Ġcare Ġnurses Ġwith Ġ@ DH SC gov uk Ġproposals Ġtoday Ġto Ġappoint Ġa ĠChief ĠNurse Ġto Ġpr âĢ¦', ('vaccine', 0.5012229681015015), ('infection', 0.3627525269985199), ('death', 0.13602450489997864)]"
1.31e+18,2020-09-27,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Only one in FIVE Britons with symptoms of Covid-19 are self-isolating https://t.co/OKWO8yBLck via @MailOnline,en,0.0,802.0,Santanumalbum,,MailOnline,"Long Island, New York",Only Ġone Ġin ĠF IVE ĠBritons Ġwith Ġsymptoms Ġof ĠCov id - 19 Ġare Ġself - isol ating Ġhttps :// t . co / OK W O 8 y BL ck Ġvia Ġ@ Mail Online,0.0,0.0,1.0,0.0,neu,"['Only Ġone Ġin ĠF IVE ĠBritons Ġwith Ġsymptoms Ġof ĠCov id - 19 Ġare Ġself - isol ating Ġhttps :// t . co / OK W O 8 y BL ck Ġvia Ġ@ Mail Online', ('infection', 0.7557633519172668), ('vaccine', 0.15191750228405), ('death', 0.09231916069984436)]"
1.31e+18,2020-09-24,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","More Than 3 In 10 Households Used Up All Or Most Of Their Savings During Pandemic, Survey Finds. (Forbes)… https://t.co/j12vuipcsO",en,0.0,1.0,jamesvgingerich,,,"Waterloo, Ontario Canada","More ĠThan Ġ3 ĠIn Ġ10 ĠHousehold s ĠUsed ĠUp ĠAll ĠOr ĠMost ĠOf ĠTheir ĠSavings ĠDuring ĠPand emic , ĠSurvey ĠFind s . Ġ( For bes ) âĢ¦ Ġhttps :// t . co / j 12 vu ip cs O",0.4939,0.0,0.652,0.348,pos,"['More ĠThan Ġ3 ĠIn Ġ10 ĠHousehold s ĠUsed ĠUp ĠAll ĠOr ĠMost ĠOf ĠTheir ĠSavings ĠDuring ĠPand emic , ĠSurvey ĠFind s . Ġ( For bes ) âĢ¦ Ġhttps :// t . co / j 12 vu ip cs O', ('vaccine', 0.6127581596374512), ('infection', 0.30409014225006104), ('death', 0.0831516906619072)]"
1.32e+18,2020-10-17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @WHO: 'Lockdowns' are immensely costly to societies, economies &amp; individuals, but may be used to stop #COVID19 outbreaks. During 'lockdo…",en,0.0,34159.0,jeanlionelwad,COVID19,WHO,,"RT Ġ@ WHO : Ġ' Lock downs ' Ġare Ġimmensely Ġcostly Ġto Ġsocieties , Ġeconomies Ġ& amp ; Ġindividuals , Ġbut Ġmay Ġbe Ġused Ġto Ġstop Ġ# CO VID 19 Ġoutbreaks . ĠDuring Ġ' lock do âĢ¦",-0.296,0.18,0.82,0.0,neg,"[""RT Ġ@ WHO : Ġ' Lock downs ' Ġare Ġimmensely Ġcostly Ġto Ġsocieties , Ġeconomies Ġ& amp ; Ġindividuals , Ġbut Ġmay Ġbe Ġused Ġto Ġstop Ġ# CO VID 19 Ġoutbreaks . ĠDuring Ġ' lock do âĢ¦"", ('infection', 0.4914564788341522), ('death', 0.2550082504749298), ('vaccine', 0.25353530049324036)]"
1.31e+18,2020-09-30,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@ottawahealth Relative risks of COVID for the general population is minimal is anyone wants to look at the actual s… https://t.co/mYQLRMB1Y7,en,0.0,553.0,DoakAg,,ottawahealth,,@ ott awa health ĠRelative Ġrisks Ġof ĠCO VID Ġfor Ġthe Ġgeneral Ġpopulation Ġis Ġminimal Ġis Ġanyone Ġwants Ġto Ġlook Ġat Ġthe Ġactual Ġs âĢ¦ Ġhttps :// t . co / m Y QL R MB 1 Y 7,-0.2023,0.184,0.702,0.114,neg,"['@ ott awa health ĠRelative Ġrisks Ġof ĠCO VID Ġfor Ġthe Ġgeneral Ġpopulation Ġis Ġminimal Ġis Ġanyone Ġwants Ġto Ġlook Ġat Ġthe Ġactual Ġs âĢ¦ Ġhttps :// t . co / m Y QL R MB 1 Y 7', ('vaccine', 0.6613298058509827), ('infection', 0.1751936376094818), ('death', 0.16347657144069672)]"
1.31e+18,2020-09-29,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @TITHIPAL13: #ssc2020_age_reckoning_date Please don't play with our future due to this covid 19 pandemic We don't want any delay in exam…,en,0.0,1500.0,Utkarsh70218846,ssc2020_age_reckoning_date,TITHIPAL13,"Hardoi, India",RT Ġ@ T ITH IP AL 13 : Ġ# ss c 2020 _ age _ reck oning _ date ĠPlease Ġdon 't Ġplay Ġwith Ġour Ġfuture Ġdue Ġto Ġthis Ġcov id Ġ19 Ġpand emic ĠWe Ġdon 't Ġwant Ġany Ġdelay Ġin Ġexam âĢ¦,0.1027,0.192,0.5,0.308,pos,"[""RT Ġ@ T ITH IP AL 13 : Ġ# ss c 2020 _ age _ reck oning _ date ĠPlease Ġdon 't Ġplay Ġwith Ġour Ġfuture Ġdue Ġto Ġthis Ġcov id Ġ19 Ġpand emic ĠWe Ġdon 't Ġwant Ġany Ġdelay Ġin Ġexam âĢ¦"", ('infection', 0.5475130677223206), ('vaccine', 0.2620983421802521), ('death', 0.19038859009742737)]"
1.3e+18,2020-08-22,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","My world crashed, Omotola tells her COVID-19 story https://t.co/yzhumVF7p9",en,0.0,418.0,tracknewsng,,,Nigeria,"My Ġworld Ġcrashed , ĠOm ot ola Ġtells Ġher ĠCO VID - 19 Âł story Ġhttps :// t . co / yz hum V F 7 p 9",-0.4019,0.351,0.649,0.0,neg,"['My Ġworld Ġcrashed , ĠOm ot ola Ġtells Ġher ĠCO VID - 19 Âł story Ġhttps :// t . co / yz hum V F 7 p 9', ('vaccine', 0.4726916253566742), ('death', 0.373668372631073), ('infection', 0.1536400020122528)]"
1.32e+18,2020-10-20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @CommuTalk: Explore and appreciate how @eu_echo has been supporting millions of Zimbabweans through @WFP_Zimbabwe  https://t.co/5eusSqSR…,en,0.0,1.0,Machekatatenda,,"CommuTalk, eu_echo, WFP_Zimbabwe",Zimbabwe Harare,RT Ġ@ Comm u Talk : ĠExplore Ġand Ġappreciate Ġhow Ġ@ eu _ echo Ġhas Ġbeen Ġsupporting Ġmillions Ġof ĠZimbabwe ans Ġthrough Ġ@ W FP _ Z imbabwe Ġ Ġhttps :// t . co / 5 eus S q SR âĢ¦,0.4019,0.0,0.597,0.403,pos,"['RT Ġ@ Comm u Talk : ĠExplore Ġand Ġappreciate Ġhow Ġ@ eu _ echo Ġhas Ġbeen Ġsupporting Ġmillions Ġof ĠZimbabwe ans Ġthrough Ġ@ W FP _ Z imbabwe Ġ Ġhttps :// t . co / 5 eus S q SR âĢ¦', ('infection', 0.8631296753883362), ('vaccine', 0.10903193801641464), ('death', 0.02783839963376522)]"
1.32e+18,2020-10-14,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Covid-19 and working parents https://t.co/Lym11lmRtX,en,0.0,6.0,diannadempsey,,,"Edmonton, AB",C ov id - 19 Ġand Ġworking Ġparents Ġhttps :// t . co / L ym 11 l m R t X,0.0,0.0,1.0,0.0,neu,"['C ov id - 19 Ġand Ġworking Ġparents Ġhttps :// t . co / L ym 11 l m R t X', ('infection', 0.42485442757606506), ('vaccine', 0.3918594717979431), ('death', 0.18328611552715302)]"
1.31e+18,2020-09-24,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#EVG #offtheradar  ""COVID-19 clinical trials by the medical research charity, LifeArc. Under this scheme Evgen's le… https://t.co/blhQVyOsL7",en,0.0,5035.0,Lee_Trades,"EVG, offtheradar",,London,"# EV G Ġ# off ther ad ar Ġ Ġ"" CO VID - 19 Ġclinical Ġtrials Ġby Ġthe Ġmedical Ġresearch Ġcharity , ĠLife Arc . ĠUnder Ġthis Ġscheme ĠEv gen 's Ġle âĢ¦ Ġhttps :// t . co / bl h Q V y Os L 7",0.0,0.0,1.0,0.0,neu,"['# EV G Ġ# off ther ad ar Ġ Ġ"" CO VID - 19 Ġclinical Ġtrials Ġby Ġthe Ġmedical Ġresearch Ġcharity , ĠLife Arc . ĠUnder Ġthis Ġscheme ĠEv gen \'s Ġle âĢ¦ Ġhttps :// t . co / bl h Q V y Os L 7', ('vaccine', 0.7171276807785034), ('infection', 0.2127172201871872), ('death', 0.07015501707792282)]"
1.31e+18,2020-10-06,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @odhisodhat1: @DigiRedio @MOH_Kenya @agj_kenya @USAIDKenya Covid 19 exists and its not a government hoax as most people think. Its good…,en,0.0,0.0,BotereLedira,,"odhisodhat1, DigiRedio, MOH_Kenya, agj_kenya, USAIDKenya",kenya,RT Ġ@ od his od hat 1 : Ġ@ Dig i Red io Ġ@ MO H _ Ken ya Ġ@ ag j _ ken ya Ġ@ USA ID Ken ya ĠCov id Ġ19 Ġexists Ġand Ġits Ġnot Ġa Ġgovernment Ġhoax Ġas Ġmost Ġpeople Ġthink . ĠIts Ġgood âĢ¦,0.2023,0.21,0.5,0.29,pos,"['RT Ġ@ od his od hat 1 : Ġ@ Dig i Red io Ġ@ MO H _ Ken ya Ġ@ ag j _ ken ya Ġ@ USA ID Ken ya ĠCov id Ġ19 Ġexists Ġand Ġits Ġnot Ġa Ġgovernment Ġhoax Ġas Ġmost Ġpeople Ġthink . ĠIts Ġgood âĢ¦', ('infection', 0.461291640996933), ('vaccine', 0.3249439597129822), ('death', 0.21376445889472961)]"
1.32e+18,2020-10-15,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @AndyBird21: That’s not quite factually correct though is it.  Admissions and deaths are increasing but not because of covid-19 are they…,en,0.0,442.0,Thenew84,,AndyBird21,Skynyet,RT Ġ@ Andy Bird 21 : ĠThat âĢ Ļ s Ġnot Ġquite Ġfact ually Ġcorrect Ġthough Ġis Ġit . Ġ ĠAd missions Ġand Ġdeaths Ġare Ġincreasing Ġbut Ġnot Ġbecause Ġof Ġcov id - 19 Ġare Ġthey âĢ¦,-0.5994,0.358,0.642,0.0,neg,"['RT Ġ@ Andy Bird 21 : ĠThat âĢ Ļ s Ġnot Ġquite Ġfact ually Ġcorrect Ġthough Ġis Ġit . Ġ ĠAd missions Ġand Ġdeaths Ġare Ġincreasing Ġbut Ġnot Ġbecause Ġof Ġcov id - 19 Ġare Ġthey âĢ¦', ('death', 0.9709910154342651), ('infection', 0.02009321190416813), ('vaccine', 0.008915760554373264)]"
1.32e+18,2020-10-15,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","In the mist of this  global pandemic, handwashing has proven to be the best way to prevent the #COVID__19. On this… https://t.co/wqriaoOD1K",en,0.0,0.0,batdes,COVID__19,,"Charlotte, NC","In Ġthe Ġmist Ġof Ġthis Ġ Ġglobal Ġpand emic , Ġhand washing Ġhas Ġproven Ġto Ġbe Ġthe Ġbest Ġway Ġto Ġprevent Ġthe Ġ# CO VID __ 19 . ĠOn Ġthis âĢ¦ Ġhttps :// t . co / w q ri ao OD 1 K",0.6486,0.0,0.531,0.469,pos,"['In Ġthe Ġmist Ġof Ġthis Ġ Ġglobal Ġpand emic , Ġhand washing Ġhas Ġproven Ġto Ġbe Ġthe Ġbest Ġway Ġto Ġprevent Ġthe Ġ# CO VID __ 19 . ĠOn Ġthis âĢ¦ Ġhttps :// t . co / w q ri ao OD 1 K', ('infection', 0.5494152903556824), ('vaccine', 0.3795347213745117), ('death', 0.0710499957203865)]"
1.3e+18,2020-08-31,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @policy4pt: Physical therapy will be a key for the recovery stages of this pandemic.  PT has responded to 1918 flu epidemic, 2 WWs, poli…",en,0.0,0.0,fosterell,,policy4pt,Cincinnati,"RT Ġ@ policy 4 pt : ĠPhysical Ġtherapy Ġwill Ġbe Ġa Ġkey Ġfor Ġthe Ġrecovery Ġstages Ġof Ġthis Ġpand emic . Ġ ĠPT Ġhas Ġresponded Ġto Ġ1918 Ġflu Ġepidemic , Ġ2 ĠWW s , Ġpol i âĢ¦",-0.3818,0.191,0.809,0.0,neg,"['RT Ġ@ policy 4 pt : ĠPhysical Ġtherapy Ġwill Ġbe Ġa Ġkey Ġfor Ġthe Ġrecovery Ġstages Ġof Ġthis Ġpand emic . Ġ ĠPT Ġhas Ġresponded Ġto Ġ1918 Ġflu Ġepidemic , Ġ2 ĠWW s , Ġpol i âĢ¦', ('infection', 0.9421829581260681), ('death', 0.03573467954993248), ('vaccine', 0.022082345560193062)]"
1.3e+18,2020-08-26,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @newscomauHQ: A huge number of staff at a major Melbourne hospital have been forced to isolate after a serious COVID-19 outbreak that’s…,en,0.0,1488.0,MiloWh007,,newscomauHQ,,RT Ġ@ news com au HQ : ĠA Ġhuge Ġnumber Ġof Ġstaff Ġat Ġa Ġmajor ĠMelbourne Ġhospital Ġhave Ġbeen Ġforced Ġto Ġisolate Ġafter Ġa Ġserious ĠCO VID - 19 Ġoutbreak Ġthat âĢ Ļ s âĢ¦,0.3818,0.0,0.714,0.286,pos,"['RT Ġ@ news com au HQ : ĠA Ġhuge Ġnumber Ġof Ġstaff Ġat Ġa Ġmajor ĠMelbourne Ġhospital Ġhave Ġbeen Ġforced Ġto Ġisolate Ġafter Ġa Ġserious ĠCO VID - 19 Ġoutbreak Ġthat âĢ Ļ s âĢ¦', ('infection', 0.6545013189315796), ('death', 0.23241440951824188), ('vaccine', 0.11308419704437256)]"
1.32e+18,2020-10-20,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Understanding the gendered impacts of COVID-19 are crucial to having a #JustRecovery to the pandemic. https://t.co/Ibr0Qxg2uH,en,0.0,3143.0,gwwic,JustRecovery,,Guelph-Wellington,Understanding Ġthe Ġg endered Ġimpacts Ġof ĠCO VID - 19 Ġare Ġcrucial Ġto Ġhaving Ġa Ġ# Just Rec overy Ġto Ġthe Ġpand emic . Ġhttps :// t . co / I br 0 Q x g 2 u H,0.0,0.0,1.0,0.0,neu,"['Understanding Ġthe Ġg endered Ġimpacts Ġof ĠCO VID - 19 Ġare Ġcrucial Ġto Ġhaving Ġa Ġ# Just Rec overy Ġto Ġthe Ġpand emic . Ġhttps :// t . co / I br 0 Q x g 2 u H', ('infection', 0.5238168835639954), ('vaccine', 0.4112412631511688), ('death', 0.06494180113077164)]"
1.3e+18,2020-08-23,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","Duncan Selbie, chief executive of @PHE_uk, discusses the positive outcomes from the #COVID19 crisis, and suggests t… https://t.co/qrU0X3eVlo",en,0.0,7918.0,HealthITNews,COVID19,PHE_uk,United States,"Dun can ĠSel bie , Ġchief Ġexecutive Ġof Ġ@ PH E _ uk , Ġdiscusses Ġthe Ġpositive Ġoutcomes Ġfrom Ġthe Ġ# CO VID 19 Ġcrisis , Ġand Ġsuggests Ġt âĢ¦ Ġhttps :// t . co / q r U 0 X 3 e V lo",0.0,0.0,1.0,0.0,neu,"['Dun can ĠSel bie , Ġchief Ġexecutive Ġof Ġ@ PH E _ uk , Ġdiscusses Ġthe Ġpositive Ġoutcomes Ġfrom Ġthe Ġ# CO VID 19 Ġcrisis , Ġand Ġsuggests Ġt âĢ¦ Ġhttps :// t . co / q r U 0 X 3 e V lo', ('vaccine', 0.4859224259853363), ('infection', 0.36318543553352356), ('death', 0.1508921980857849)]"
